yyyymm,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx
199602,640.43,13.9987,34.0133,0.237894737,0.0483,0.0699,0.0763,0.0659,0.016801369,0.0039,0.003238342,-0.0483,-0.0373,0.001267631,-0.000227855,0.010088,0.007689
199603,645.5,14.104,34.04,0.239299615,0.0496,0.0735,0.0803,0.0684,0.016891913,0.0039,0.005164622,-0.021,-0.013,0.001741716,3.05558E-05,0.009585,0.00786
199604,654.17,14.1603,34.33,0.240075806,0.0495,0.075,0.0819,0.0706,0.021121954,0.0046,0.003853565,-0.0165,-0.016,0.000981838,6.82249E-05,0.015133,0.013857
199605,669.12,14.2167,34.62,0.236923516,0.0502,0.0762,0.083,0.0717,0.026419155,0.0042,0.001919386,-0.0054,0.0005,0.001125291,-0.000254521,0.025257,0.02253
199606,670.63,14.273,34.91,0.236443725,0.0509,0.0771,0.084,0.0703,0.027216174,0.004,0.00063857,0.0203,0.0172,0.000394804,-0.00084789,0.004128,0.002562
199607,639.95,14.4033,35.2733,0.241819894,0.0515,0.0765,0.0835,0.0707,0.031136864,0.0045,0.001914486,0.0018,0.001,0.002355148,-0.000470475,-0.044444,-0.046048
199608,651.99,14.5337,35.6367,0.238061118,0.0505,0.0746,0.0818,0.0726,0.030886106,0.0041,0.001910828,-0.0139,-0.007,0.001121521,-0.000352236,0.021928,0.019589
199609,687.31,14.664,36,0.227297318,0.0509,0.0766,0.0835,0.0704,0.029580737,0.0044,0.00317864,0.029,0.0259,0.000686243,-0.000538694,0.056035,0.054112
199610,705.27,14.7423,36.91,0.221747656,0.0499,0.0739,0.0807,0.0671,0.025655809,0.0042,0.003168568,0.0404,0.0361,0.000606645,-0.00053145,0.026798,0.025348
199611,757.02,14.8207,37.82,0.205007919,0.0503,0.071,0.0779,0.0643,0.022067341,0.0041,0.001895136,0.0351,0.0263,0.000703735,-0.000613925,0.076441,0.074218
199612,740.74,14.899,38.73,0.20734273,0.0491,0.072,0.0789,0.0673,0.024125687,0.0046,0,-0.0256,-0.0186,0.001709085,-0.000396755,-0.019798,-0.021518
199701,786.16,14.9523,39.2333,0.196240103,0.0503,0.0742,0.0809,0.0689,0.024406933,0.0045,0.003152585,-0.0079,-0.0028,0.001360082,-0.000794129,0.062827,0.061689
199702,790.82,15.0057,39.7367,0.194395411,0.0501,0.0731,0.0794,0.0694,0.022910927,0.0039,0.003142678,0.0005,0.0028,0.001474791,-0.001302906,0.007752,0.0058
199703,757.12,15.059,40.24,0.214780202,0.0514,0.0755,0.0818,0.0723,0.021148543,0.0043,0.002506266,-0.0252,-0.0221,0.002001462,-0.001308306,-0.041688,-0.04331
199704,801.34,15.093,40.3433,0.201741048,0.0516,0.0773,0.0834,0.0705,0.01694529,0.0043,0.00125,0.0255,0.0184,0.003005081,-0.000871922,0.060274,0.059016
199705,848.28,15.127,40.4467,0.192878588,0.0505,0.0758,0.082,0.0701,0.01326445,0.0049,-0.00062422,0.0097,0.0128,0.002007456,-0.000878407,0.061401,0.059272
199706,885.14,15.161,40.55,0.184287615,0.0493,0.0741,0.0802,0.0688,0.010846707,0.0037,0.001249219,0.0195,0.0187,0.001974463,-0.000662098,0.044103,0.042762
199707,954.29,15.2183,40.58,0.171964943,0.0505,0.0714,0.0775,0.0637,0.011592659,0.0043,0.001247661,0.0626,0.0528,0.002010215,-0.000627257,0.080388,0.078977
199708,899.47,15.2757,40.61,0.185505404,0.0514,0.0722,0.0782,0.0672,0.012877263,0.0041,0.001869159,-0.0317,-0.024,0.002464722,-0.000430921,-0.054975,-0.056458
199709,947.28,15.333,40.64,0.177967857,0.0495,0.0715,0.077,0.0649,0.014634266,0.0044,0.002487562,0.0316,0.0226,0.002626494,-0.00074286,0.053886,0.052408
199710,914.62,15.3877,40.3333,0.190000677,0.0497,0.07,0.0757,0.0623,0.016262826,0.0042,0.00248139,0.0341,0.0191,0.009363821,-0.000599239,-0.032605,-0.03373
199711,955.4,15.4423,40.0267,0.180746299,0.0514,0.0687,0.0742,0.0614,0.015667208,0.0039,-0.000618812,0.0148,0.0101,0.00266211,-0.000791843,0.046321,0.044625
199712,970.43,15.497,39.72,0.178800884,0.0516,0.0676,0.0732,0.0602,0.015559471,0.0048,-0.00123839,0.0184,0.0163,0.002249374,-0.000888779,0.017147,0.0157
199801,980.28,15.545,39.66,0.178840273,0.0504,0.0661,0.0719,0.0589,0.013739636,0.0043,0.001859888,0.02,0.0137,0.002468843,-0.000700455,0.011994,0.01108
199802,"1,049.34",15.593,39.6,0.165463097,0.0509,0.0667,0.0725,0.0599,0.012056377,0.0039,0.001856436,-0.0072,-0.0007,0.001053348,-0.000804846,0.071956,0.070303
199803,"1,101.75",15.641,39.54,0.181140396,0.0503,0.0672,0.0732,0.0602,0.016488861,0.0039,0.001852996,0.0025,0.0038,0.001136786,-0.00073979,0.051336,0.050104
199804,"1,111.75",15.744,39.35,0.175872922,0.0495,0.0669,0.0733,0.0604,0.016405366,0.0043,0.001849568,0.0026,0.0053,0.001614764,-0.000955964,0.011275,0.010232
199805,"1,090.82",15.847,39.16,0.179102206,0.05,0.0669,0.073,0.0592,0.019075206,0.004,0.001846154,0.0182,0.0167,0.000958823,-0.00089152,-0.017674,-0.019206
199806,"1,133.84",15.95,38.97,0.178060606,0.0498,0.0653,0.0713,0.0576,0.024010577,0.0041,0.001228501,0.0228,0.0115,0.002097344,-0.001168848,0.04097,0.0398
199807,"1,120.67",16.0143,38.6767,0.179438109,0.0496,0.0655,0.0715,0.0584,0.025353565,0.004,0.001226994,-0.004,-0.0056,0.002228176,-0.002304525,-0.010109,-0.011112
199808,957.28,16.0787,38.3833,0.211432092,0.049,0.0652,0.0714,0.0547,0.028519029,0.0043,0.00122549,0.0465,0.0089,0.009333917,-0.001856856,-0.143124,-0.144504
199809,"1,017.01",16.143,38.09,0.203248404,0.0461,0.064,0.0709,0.0517,0.024082909,0.0046,0.00122399,0.0395,0.0413,0.009971017,-0.001633908,0.063176,0.061612
199810,"1,098.67",16.1603,37.9633,0.185519077,0.0396,0.0637,0.0718,0.054,0.020740089,0.0032,0.002444988,-0.0218,-0.019,0.005171528,-0.001374851,0.080111,0.079144
199811,"1,163.63",16.1777,37.8367,0.174846845,0.0441,0.0641,0.0734,0.0535,0.022003577,0.0031,0,0.0097,0.027,0.001936679,-0.00121526,0.062164,0.060685
199812,"1,229.23",16.195,37.71,0.173611315,0.0439,0.0622,0.0723,0.0542,0.020057029,0.0038,-0.000609756,-0.0032,0.001,0.003286897,-0.001033873,0.059673,0.058454
199901,"1,279.64",16.2797,37.9333,0.170320619,0.0434,0.0624,0.0729,0.0536,0.015587699,0.0035,0.002440513,0.0121,0.0123,0.003335614,-0.001295993,0.0428,0.042
199902,"1,238.33",16.3643,38.1567,0.17127681,0.0444,0.064,0.0739,0.0587,0.018446668,0.0035,0.001217286,-0.052,-0.0401,0.00348215,-0.001172852,-0.031935,-0.033156
199903,"1,286.37",16.449,38.38,0.172897171,0.0444,0.0662,0.0753,0.0592,0.020668122,0.0043,0.003039514,-0.0008,0.0002,0.003213587,-0.001075351,0.038979,0.037774
199904,"1,335.18",16.4487,39.26,0.156825876,0.0429,0.0664,0.0748,0.0594,0.025181266,0.0037,0.007272727,0.0021,-0.0024,0.002726626,-0.001258082,0.037559,0.036771
199905,"1,301.84",16.4483,40.14,0.160231135,0.045,0.0693,0.0772,0.0615,0.025897435,0.0034,0,-0.0185,-0.0176,0.003085649,-0.00115228,-0.023159,-0.024833
199906,"1,372.71",16.448,41.02,0.154227447,0.0457,0.0723,0.0802,0.0627,0.018868581,0.004,0,-0.0078,-0.016,0.002409247,-0.001144629,0.054431,0.053398
199907,"1,328.72",16.5123,42,0.158796473,0.0455,0.0719,0.0795,0.0639,0.019370442,0.0038,0.003008424,-0.0077,-0.0113,0.001611178,-0.001169595,-0.03022,-0.031084
199908,"1,320.41",16.5767,42.98,0.156243027,0.0472,0.074,0.0815,0.0649,0.018880738,0.0039,0.00239952,-0.0053,-0.0026,0.002729849,-0.001055846,-0.005004,-0.006251
199909,"1,282.71",16.641,43.96,0.163684498,0.0468,0.0739,0.082,0.0646,0.020379679,0.0039,0.004787552,0.0084,0.0093,0.002704943,-0.000985703,-0.028079,-0.029257
199910,"1,362.93",16.658,45.3633,0.157690661,0.0486,0.0755,0.0838,0.0651,0.020445237,0.0039,0.001786778,-0.0012,0.0047,0.004875975,-0.00051504,0.064238,0.063512
199911,"1,388.91",16.675,46.7667,0.155545967,0.0507,0.0736,0.0815,0.0662,0.018280454,0.0036,0.00059453,-0.0061,-0.0024,0.001354267,0.000110711,0.020822,0.019547
199912,"1,469.25",16.692,48.17,0.147167259,0.052,0.0755,0.0819,0.0682,0.017888757,0.0044,0,-0.0155,-0.0102,0.001148775,0.000064278,0.062579,0.061549
200001,"1,394.46",16.7153,49.0967,0.15465416,0.0532,0.0778,0.0833,0.0666,0.025358781,0.0041,0.002970885,0.0228,-0.0021,0.0052063,0.000622372,-0.04963,-0.050296
200002,"1,366.42",16.7387,50.0233,0.167056433,0.0555,0.0768,0.0829,0.0646,0.027418814,0.0043,0.005924171,0.0264,0.0092,0.003000466,0.000404691,-0.017458,-0.018666
200003,"1,498.58",16.762,50.95,0.149973562,0.0569,0.0768,0.0837,0.0618,0.01829139,0.0047,0.008244994,0.0367,0.0169,0.006678316,0.000184884,0.098488,0.097431
200004,"1,452.43",16.7427,51.2733,0.152600418,0.0566,0.0764,0.084,0.063,0.011944946,0.0046,0.000584112,-0.0076,-0.0115,0.007941747,-0.000386942,-0.031583,-0.032308
200005,"1,420.60",16.7233,51.5967,0.155668731,0.0579,0.0799,0.089,0.064,0.009178528,0.005,0.001167542,-0.0054,-0.0161,0.005185423,0.000008913,-0.022304,-0.023617
200006,"1,454.60",16.704,51.92,0.156777962,0.0569,0.0767,0.0848,0.0622,0.007124213,0.004,0.005247813,0.0244,0.0326,0.002359757,-0.000246743,0.026219,0.025497
200007,"1,430.83",16.585,52.5133,0.155674151,0.0596,0.0765,0.0835,0.0611,0.004712234,0.0048,0.002320186,0.0173,0.0179,0.002065433,0.000007159,-0.012795,-0.013559
200008,"1,517.68",16.466,53.1067,0.146053064,0.0609,0.0755,0.0826,0.0594,0.004674638,0.005,0,0.024,0.0135,0.001039253,-0.000277616,0.062594,0.061275
200009,"1,436.51",16.347,53.7,0.153789463,0.06,0.0762,0.0835,0.0612,0.004468926,0.0051,0.005208333,-0.0157,0.0046,0.001599995,-0.000508488,-0.052088,-0.052795
200010,"1,429.40",16.3217,52.4667,0.149300789,0.0611,0.0755,0.0834,0.06,0.00374428,0.0056,0.001727116,0.0187,0.0045,0.005568209,-0.001338953,-0.00412,-0.004829
200011,"1,314.95",16.2963,51.2333,0.157280893,0.0617,0.0745,0.0828,0.0576,0.001157452,0.0051,0.000574713,0.0319,0.0263,0.003272414,-0.001852555,-0.078268,-0.079557
200012,"1,320.28",16.271,50,0.151851504,0.0577,0.0721,0.0802,0.0558,-0.002261747,0.005,-0.000574383,0.0243,0.027,0.005299248,-0.000524853,0.00572,0.004861
200101,"1,366.01",16.1717,48.48,0.150449666,0.0515,0.0715,0.0793,0.0562,-0.003192591,0.0054,0.006321839,0.0005,0.0359,0.004941018,-0.00156505,0.032372,0.031555
200102,"1,239.94",16.0723,46.96,0.156070091,0.0488,0.071,0.0787,0.0549,-0.006855721,0.0038,0.003997716,0.0191,0.0127,0.00252841,-0.002272846,-0.090952,-0.092131
200103,"1,160.33",15.973,45.44,0.133113551,0.0442,0.0698,0.0784,0.0559,-0.005213444,0.0042,0.002275313,-0.0074,-0.0029,0.007139595,-0.001864067,-0.063706,-0.064587
200104,"1,249.46",15.8773,42.5567,0.122496901,0.0387,0.072,0.0807,0.0593,-0.002543026,0.0039,0.003972758,-0.0313,-0.0128,0.007426261,-0.001024579,0.077824,0.076981
200105,"1,255.82",15.7817,39.6733,0.120510188,0.0362,0.0729,0.0807,0.0594,-0.000248286,0.0032,0.004522329,0.0037,0.0132,0.002536237,-0.001184099,0.006859,0.00533
200106,"1,224.42",15.686,36.79,0.125209433,0.0349,0.0718,0.0797,0.059,0.005040755,0.0028,0.001688239,0.0085,0.0055,0.001508358,-0.001592206,-0.024505,-0.025183
200107,"1,211.23",15.7027,33.9633,0.124966583,0.0351,0.0713,0.0797,0.0561,0.007913837,0.003,-0.002808989,0.0376,0.0361,0.002899613,-0.00202705,-0.009317,-0.010248
200108,"1,133.58",15.7193,31.1367,0.132164144,0.0336,0.0702,0.0785,0.0546,0.009918321,0.0031,0,0.0206,0.0156,0.002221521,-0.002641267,-0.063435,-0.064933
200109,"1,040.94",15.736,28.31,0.148628588,0.0264,0.0717,0.0803,0.0542,0.008652734,0.0028,0.004507042,0.0081,-0.0152,0.007167594,-0.001822915,-0.080361,-0.081352
200110,"1,059.78",15.7373,27.1033,0.1449014,0.0216,0.0703,0.0791,0.0506,0.010749274,0.0022,-0.003365115,0.0464,0.0437,0.003249773,-0.00133474,0.01954,0.018546
200111,"1,139.45",15.7387,25.8967,0.133481367,0.0187,0.0697,0.0781,0.0553,0.011161767,0.0017,-0.001688239,-0.0471,-0.0188,0.002189358,-0.00105988,0.078787,0.077259
200112,"1,148.08",15.74,24.69,0.131217846,0.0169,0.0677,0.0805,0.0575,0.013464825,0.0015,-0.003945885,-0.0183,-0.009,0.001797958,-0.001336167,0.009051,0.007849
200201,"1,130.20",15.7367,24.6933,0.132560549,0.0165,0.0655,0.0787,0.0569,0.01119129,0.0014,0.002263724,0.0138,0.0175,0.00218388,-0.002004245,-0.014324,-0.01532
200202,"1,106.73",15.7333,24.6967,0.130119086,0.0172,0.0651,0.0789,0.0563,0.012499021,0.0013,0.003952569,0.0115,0.013,0.002567843,-0.001820755,-0.019481,-0.020973
200203,"1,147.39",15.73,24.7,0.236833402,0.0179,0.0681,0.0811,0.0604,0.013759444,0.0013,0.005624297,-0.0436,-0.0295,0.002014821,-0.00223859,0.037572,0.03669
200204,"1,076.92",15.833,25.38,0.247732313,0.0171,0.0676,0.0803,0.0575,0.015106854,0.0015,0.005592841,0.041,0.0253,0.002319778,-0.002047518,-0.061001,-0.061826
200205,"1,067.14",15.936,26.06,0.248255614,0.0173,0.0675,0.0809,0.0578,0.02227734,0.0014,0,0.0015,0.0113,0.00410161,-0.002141779,-0.0078,-0.009438
200206,989.81,16.039,26.74,0.266572502,0.017,0.0663,0.0795,0.0566,0.027522771,0.0013,0.000556174,0.0187,0.0073,0.003707947,-0.002606791,-0.071349,-0.072611
200207,911.62,15.959,27.84,0.282032195,0.0168,0.0653,0.079,0.0544,0.028441026,0.0015,0.001111729,0.0303,0.0094,0.015342791,-0.002420535,-0.073987,-0.075074
200208,916.07,15.879,28.94,0.284411556,0.0162,0.0637,0.0758,0.051,0.024747698,0.0014,0.003331483,0.0464,0.0452,0.009409291,-0.002908499,0.007061,0.005401
200209,815.29,15.799,30.04,0.324555156,0.0163,0.0615,0.074,0.048,0.029299296,0.0014,0.00166021,0.0417,0.033,0.007366113,-0.003212615,-0.108965,-0.110421
200210,885.76,15.8907,29.2233,0.293437064,0.0158,0.0632,0.0773,0.0508,0.025670932,0.0014,0.001657459,-0.0294,-0.024,0.011589636,-0.003753366,0.088599,0.087103
200211,936.31,15.9823,28.4067,0.276975499,0.0123,0.0631,0.0762,0.0521,0.022907597,0.0012,0,-0.0122,0.013,0.004449075,-0.004166387,0.059019,0.057288
200212,879.82,16.074,27.59,0.295385896,0.0119,0.0621,0.0745,0.0484,0.025735981,0.0011,-0.002206288,0.0507,0.0361,0.002639538,-0.004144305,-0.058834,-0.060464
200301,855.7,16.124,28.5,0.305942307,0.0117,0.0617,0.0735,0.0495,0.028288956,0.001,0.004422333,-0.0106,0.0021,0.005167574,NaN,-0.026579,-0.02786
200302,841.15,16.174,29.41,0.312251321,0.0117,0.0595,0.0706,0.0472,0.027918711,0.0009,0.007705008,0.0329,0.0264,0.00256412,NaN,-0.015246,-0.017225
200303,848.18,16.224,30.32,0.286117701,0.0113,0.0589,0.0695,0.0486,0.024098595,0.001,0.006007646,-0.0135,-0.008,0.006136118,NaN,0.010308,0.008967
200304,916.92,16.2043,31.73,0.269654031,0.0113,0.0574,0.0685,0.0481,0.019966885,0.001,-0.002171553,0.0102,0.0229,0.00306481,NaN,0.082774,0.081462
200305,963.59,16.1847,33.14,0.258375506,0.0107,0.0522,0.0638,0.0436,0.00644811,0.0009,-0.001632209,0.0592,0.0471,0.00222832,NaN,0.053251,0.051508
200306,974.51,16.165,34.55,0.254488337,0.0092,0.0497,0.0619,0.0452,0.001261884,0.001,0.001089918,-0.0154,-0.0143,0.001997701,NaN,0.012816,0.011351
200307,990.31,16.3053,35.8933,0.247643335,0.009,0.0549,0.0662,0.0542,0.000271581,0.0007,0.001088732,-0.0982,-0.0881,0.002046016,NaN,0.017932,0.016505
200308,"1,008.01",16.4457,37.2367,0.242856073,0.0095,0.0588,0.0701,0.0532,0.002917018,0.0007,0.003806417,0.0166,0.0219,0.000966056,NaN,0.019597,0.018014
200309,995.97,16.586,38.58,0.246541783,0.0094,0.0572,0.0679,0.049,0.007323402,0.0008,0.003250271,0.0546,0.0503,0.001869089,NaN,-0.010737,-0.012107
200310,"1,050.71",16.8523,41.9667,0.233308967,0.0092,0.057,0.0673,0.0518,0.007211426,0.0007,-0.001079914,-0.0283,-0.0203,0.001407613,NaN,0.05556,0.05397
200311,"1,058.20",17.1187,45.3533,0.233754152,0.0093,0.0565,0.0666,0.0519,0.010000789,0.0007,-0.002702703,-0.0027,0.0052,0.000919663,NaN,0.009259,0.007606
200312,"1,111.92",17.385,48.74,0.218739865,0.009,0.0562,0.066,0.0511,0.006946316,0.0008,-0.001084011,0.0139,0.0139,0.0008937,NaN,0.05178,0.050107
200401,"1,131.13",17.598,49.8267,0.218027721,0.0088,0.0554,0.0644,0.0499,0.006886502,0.0007,0.004883342,0.0187,0.0187,0.000978793,NaN,0.019078,0.017991
200402,"1,144.94",17.811,50.9133,0.21605322,0.0093,0.055,0.0627,0.0483,0.009361322,0.0006,0.005399568,0.023,0.0178,0.000610751,NaN,0.014403,0.012716
200403,"1,126.21",18.024,52,0.281731466,0.0094,0.0533,0.0611,0.0474,0.012282038,0.0009,0.006444683,0.0141,0.0118,0.00198125,NaN,-0.014982,-0.016267
200404,"1,107.30",18.2167,53.3833,0.285371867,0.0094,0.0573,0.0646,0.0531,0.01376628,0.0008,0.003201708,-0.0588,-0.0534,0.001230938,NaN,-0.015584,-0.016719
200405,"1,120.68",18.4093,54.7667,0.286411574,0.0102,0.0604,0.0675,0.0539,0.016330083,0.0006,0.005851064,-0.0051,-0.0071,0.000977615,NaN,0.013629,0.012024
200406,"1,140.84",18.602,56.15,0.279631603,0.0127,0.0601,0.0678,0.0532,0.014491427,0.0008,0.003172924,0.0121,0.0093,0.00077077,NaN,0.019488,0.018019
200407,"1,101.72",18.789,56.69,0.28778831,0.0133,0.0582,0.0662,0.0523,0.014720671,0.001,-0.001581444,0.0155,0.0184,0.000777094,NaN,-0.032954,-0.034111
200408,"1,104.24",18.976,57.23,0.286820616,0.0148,0.0565,0.0646,0.0493,0.014278697,0.0011,0.000527983,0.0395,0.0395,0.001442852,NaN,0.003807,0.002019
200409,"1,114.58",19.163,57.77,0.289485302,0.0165,0.0546,0.0627,0.0488,0.009132256,0.0011,0.002110818,0.0096,0.0101,0.000705683,NaN,0.010817,0.009347
200410,"1,130.20",19.256,58.03,0.291009597,0.0176,0.0547,0.0621,0.0478,0.007428856,0.0011,0.005265929,0.0154,0.0164,0.001230469,NaN,0.014973,0.013699
200411,"1,173.82",19.349,58.29,0.279831646,0.0207,0.0552,0.062,0.0502,0.01217691,0.0015,0.000523835,-0.0234,-0.02,0.000857426,NaN,0.040559,0.035572
200412,"1,211.92",19.442,58.55,0.270619243,0.0219,0.0547,0.0615,0.0484,0.013001505,0.0016,-0.003664922,0.025,0.0257,0.00072785,NaN,0.033734,0.032086
200501,"1,181.27",19.703,59.1067,0.278179856,0.0233,0.0536,0.0602,0.0465,0.013545496,0.0016,0.002101944,0.03,0.0277,0.000821405,NaN,-0.023824,-0.024749
200502,"1,203.60",19.964,59.6633,0.271041024,0.0254,0.052,0.0582,0.0479,0.011758414,0.0016,0.005768222,-0.0128,-0.0112,0.000834444,NaN,0.021152,0.019015
200503,"1,180.59",20.225,60.22,0.319856889,0.0274,0.054,0.0606,0.0488,0.009097231,0.0021,0.007820647,-0.0072,-0.0125,0.000859895,NaN,-0.01724,-0.018729
200504,"1,156.85",20.4583,61.2333,0.329624401,0.0278,0.0533,0.0605,0.0461,0.007935562,0.0021,0.006725298,0.0373,0.0327,0.001825894,NaN,-0.018926,-0.020076
200505,"1,191.50",20.6917,62.2467,0.320965505,0.0284,0.0515,0.0601,0.044,0.004776613,0.0024,-0.001027749,0.0297,0.0295,0.000859416,NaN,0.031994,0.030156
200506,"1,191.33",20.925,63.26,0.326979057,0.0297,0.0496,0.0586,0.0429,0.00536566,0.0023,0.000514403,0.0167,0.0141,0.000542119,NaN,0.001717,0.000139
200507,"1,234.18",21.107,64.33,0.315734275,0.0322,0.0506,0.0595,0.0456,0.004480076,0.0024,0.004627249,-0.0288,-0.0244,0.000649908,NaN,0.037364,0.036163
200508,"1,220.33",21.289,65.4,0.320533125,0.0344,0.0509,0.0596,0.0432,0.005404939,0.003,0.005117707,0.0333,0.0233,0.000696723,NaN,-0.009159,-0.011265
200509,"1,228.81",21.471,66.47,0.31789151,0.0342,0.0513,0.0603,0.0464,0.006716401,0.0029,0.012219959,-0.0338,-0.031,0.000659901,NaN,0.008067,0.006916
200510,"1,207.01",21.7193,67.59,0.321808187,0.0371,0.0535,0.063,0.0484,0.005749306,0.0027,0.002012072,-0.0196,-0.0204,0.001817986,NaN,-0.015672,-0.016697
200511,"1,249.48",21.9677,68.71,0.310914346,0.0388,0.0542,0.0639,0.0481,0.005767966,0.0031,-0.008032129,0.0076,0.0099,0.000539899,NaN,0.038289,0.035675
200512,"1,248.29",22.216,69.83,0.313477957,0.0389,0.0537,0.0632,0.0461,0.003058886,0.0032,-0.004048583,0.0267,0.0225,0.000432998,NaN,-0.00006,-0.001396
200601,"1,280.08",22.4053,70.7767,0.309226258,0.0424,0.0529,0.0624,0.0474,-0.00044574,0.0035,0.007621951,-0.0118,-0.0093,0.000975425,NaN,0.026442,0.025424
200602,"1,280.66",22.5947,71.7233,0.305610361,0.0443,0.0535,0.0627,0.0457,0.002038323,0.0034,0.002017146,0.0238,0.0128,0.000648536,NaN,0.002425,0.000167
200603,"1,294.87",22.784,72.67,0.316009441,0.0451,0.0553,0.0641,0.0507,0.002151995,0.0037,0.005535984,-0.0539,-0.0404,0.000545251,NaN,0.012909,0.011511
200604,"1,310.61",23.0017,73.2767,0.308841978,0.046,0.0584,0.0668,0.0532,-0.003472518,0.0036,0.008508509,-0.0247,-0.0224,0.000599807,NaN,0.012064,0.01085
200605,"1,270.09",23.2193,73.8833,0.314340308,0.0472,0.0595,0.0675,0.0535,-0.002656738,0.0043,0.004962779,0.001,-0.002,0.001355164,NaN,-0.028319,-0.030519
200606,"1,270.20",23.437,74.49,0.31485029,0.0479,0.0589,0.0678,0.0531,-0.002195489,0.004,0.001975309,0.0092,0.0039,0.002102816,NaN,0.001587,0.000348
200607,"1,276.66",23.6567,75.85,0.313852175,0.0495,0.0585,0.0676,0.0518,-0.00236312,0.004,0.002957122,0.0199,0.0237,0.001451663,NaN,0.005571,0.00451
200608,"1,303.82",23.8763,77.21,0.308461799,0.0496,0.0568,0.0659,0.0496,-0.008473987,0.0042,0.001965602,0.0299,0.0361,0.000469252,NaN,0.02415,0.021679
200609,"1,335.85",24.096,78.57,0.300593284,0.0481,0.0551,0.0643,0.0484,-0.009493486,0.0041,-0.004904365,0.017,0.0183,0.000513395,NaN,0.026487,0.025296
200610,"1,377.94",24.3587,79.55,0.290599161,0.0492,0.0551,0.0642,0.0481,-0.00893474,0.0041,-0.00542139,0.0077,0.0127,0.000450588,NaN,0.032527,0.03142
200611,"1,400.63",24.6213,80.53,0.287241868,0.0494,0.0533,0.062,0.0467,-0.015111029,0.0042,-0.00148662,0.0207,0.0246,0.000592195,NaN,0.018385,0.015887
200612,"1,418.30",24.884,81.51,0.2816824,0.0485,0.0532,0.0622,0.0491,-0.015036779,0.004,0.001488834,-0.0236,-0.0232,0.000357531,NaN,0.013768,0.012294
200701,"1,438.24",25.0873,82.0567,0.278144211,0.0498,0.054,0.0634,0.0502,-0.013986664,0.0044,0.003052527,-0.0102,-0.0051,0.000450484,NaN,0.015313,0.014345
200702,"1,406.82",25.2907,82.6033,0.286148494,0.0503,0.0539,0.0628,0.0477,-0.015141024,0.0038,0.005350368,0.0335,0.0287,0.001476855,NaN,-0.019288,-0.021598
200703,"1,420.86",25.494,83.15,0.269050014,0.0494,0.053,0.0627,0.0493,-0.012486353,0.0043,0.009105696,-0.0145,-0.0231,0.001587526,NaN,0.010894,0.009679
200704,"1,482.37",25.7193,83.7402,0.254456169,0.0487,0.0547,0.0639,0.0489,-0.0089119,0.0044,0.006496163,0.0085,0.014,0.000582146,NaN,0.043991,0.042857
200705,"1,530.62",25.9447,84.3305,0.243911494,0.0473,0.0547,0.0639,0.051,-0.010283118,0.0041,0.006110719,-0.02,-0.0178,0.000696573,NaN,0.034459,0.032154
200706,"1,503.35",26.17,84.9207,0.24789561,0.0461,0.0579,0.067,0.0521,-0.011064006,0.004,0.001937975,-0.0091,-0.0148,0.001472436,NaN,-0.01662,-0.017829
200707,"1,455.27",26.4393,82.8141,0.251584964,0.0482,0.0573,0.0665,0.0501,-0.015261855,0.004,-0.000254377,0.0284,-0.0032,0.002426262,NaN,-0.031197,-0.032283
200708,"1,473.99",26.7087,80.7074,0.248839851,0.042,0.0579,0.0665,0.0487,-0.012197538,0.0042,-0.001833902,0.0199,0.0152,0.005133964,NaN,0.015094,0.012859
200709,"1,526.75",26.978,78.6007,0.239207437,0.0389,0.0574,0.0659,0.0489,-0.013015004,0.0032,0.002755907,0.0012,0.0135,0.001868477,NaN,0.037468,0.035923
200710,"1,549.38",27.2293,74.4607,0.23861706,0.039,0.0566,0.0648,0.048,-0.0179548,0.0032,0.002139191,0.0155,0.0088,0.001682878,NaN,0.01736,0.016292
200711,"1,481.14",27.4807,70.3207,0.248579692,0.0327,0.0544,0.064,0.0445,-0.025158604,0.0034,0.005939618,0.0468,0.0079,0.005636836,NaN,-0.041382,-0.043581
200712,"1,468.36",27.732,66.1807,0.250582973,0.03,0.0549,0.0665,0.045,-0.040637294,0.0027,-0.000670863,-0.0029,0.0028,0.00234533,NaN,-0.006116,-0.007903
200801,"1,378.55",27.922,64.2507,0.262754422,0.0275,0.0533,0.0654,0.0436,-0.043179153,0.0021,0.004970577,0.0213,0.0017,0.004831786,NaN,-0.061166,-0.062332
200802,"1,330.63",28.112,62.3207,0.270979321,0.0212,0.0553,0.0682,0.0438,-0.049608215,0.0013,0.002904112,0.0018,-0.0071,0.003225642,NaN,-0.031419,-0.033693
200803,"1,322.70",28.302,60.3907,0.254057567,0.0126,0.0551,0.0689,0.0432,-0.051831559,0.0017,0.008668213,0.0106,-0.0059,0.006337673,NaN,-0.0034,-0.005054
200804,"1,385.59",28.4387,57.3838,0.243014696,0.0129,0.0555,0.0697,0.0458,-0.048844729,0.0018,0.006064778,-0.0288,0.0091,0.00290373,NaN,0.048629,0.04749
200805,"1,400.38",28.5753,54.3769,0.246510612,0.0173,0.0557,0.0693,0.0475,-0.04546239,0.0018,0.008420886,-0.0164,-0.0277,0.001640653,NaN,0.012986,0.010708
